project_id,building_id,project_type,start_date,end_date,planned_end_date,status,estimated_cost_eur,actual_cost_eur,cost_variance_percent,subsidy_amount_eur,funding_source,contractor_name,estimated_energy_savings_percent,actual_energy_savings_percent,annual_energy_savings_kwh,project_manager,procurement_method,priority_level,works_disruption_level
507,402,Éclairage LED,2025-08-14,,2025-12-05,In Progress,71649.34,51265.09,-28.45,4048.35,Département,Entreprise Durand,5.26,,,Jean Dupont,Accord-cadre,Moyenne,Élevé
508,61,Remplacement du chauffage,2025-08-02,,2026-03-01,Planned,122624.44,,,24376.94,Union européenne,SPIE Building Solutions,12.34,,,Sophie Bernard,MAPA,Moyenne,Élevé
509,295,Ventilation double flux,2021-04-07,2021-12-07,2021-10-14,Completed,2422431.49,2614091.86,7.91,1185943.3,ADEME,Léon Grosse,9.64,15.48,281351.06,Alice Martin,MAPA,Moyenne,Élevé
510,281,Éclairage LED,2023-07-13,2023-10-17,2023-10-20,Completed,392888.63,404207.61,2.88,94269.89,Fonds vert,Eiffage Énergie,6.85,12.6,,Emma Robert,Marché négocié,Haute,Moyen
511,314,Rénovation de toiture,2018-04-21,2018-10-16,2018-10-01,Completed,675838.83,735276.92,8.79,65350.89,ADEME,Entreprise Durand,8.22,17.43,70309.89,Emma Robert,MAPA,Critique,Moyen
512,498,Remplacement du chauffage,2022-03-12,2022-08-25,2022-07-13,Completed,544423.26,596644.11,9.59,152235.12,Fonds vert,Bouygues Bâtiment,28.83,30.01,204782.92,Emma Robert,MAPA,Moyenne,Moyen
513,162,Isolation thermique,2023-12-01,2024-01-17,2024-02-01,Completed,262905.84,291468.75,10.86,79353.16,Fonds vert,SPIE Building Solutions,20.5,22.79,15564.71,Sophie Bernard,MAPA,Haute,Faible
514,239,Rénovation de toiture,2024-09-16,2025-01-17,2025-01-17,Completed,91422.63,96917.11,6.01,24070.33,Département,VINCI Facilities,6.06,7.95,1548.6,Jean Dupont,Accord-cadre,Haute,Moyen
515,371,Isolation thermique,2025-10-25,,2026-04-04,In Progress,2743239.81,1591079.11,-42.0,605261.0,Région,Bouygues Bâtiment,28.88,,,Jean Dupont,Marché négocié,Moyenne,Moyen
516,136,Rénovation de toiture,2025-07-25,,2025-11-13,Planned,512631.02,,,94490.07,ADEME,Engie Solutions,6.29,,,Emma Robert,Accord-cadre,Haute,Moyen
517,456,Remplacement des menuiseries,2015-12-09,2016-07-16,2016-06-11,Completed,680346.24,647878.64,-4.77,104011.07,Région,Eiffage Énergie,7.94,16.21,55847.64,Emma Robert,MAPA,Moyenne,Élevé
518,385,Ventilation double flux,2020-07-25,2020-12-16,2020-12-02,Completed,487153.95,443501.75,-8.96,225283.3,Union européenne,Engie Solutions,14.47,15.68,96404.41,Emma Robert,Appel d'offres ouvert,Moyenne,Faible
519,331,Remplacement du chauffage,2025-09-15,2026-01-11,2025-12-11,Completed,1056065.07,1089595.54,3.18,519652.24,Fonds vert,Entreprise Durand,29.38,28.06,139353.19,Nicolas Leroy,Appel d'offres ouvert,Basse,Faible
520,54,Installation photovoltaïque,2020-08-09,2021-02-24,2021-03-06,Completed,1528598.14,1427179.86,-6.63,633145.55,Autofinancement,Bouygues Bâtiment,12.63,3.96,15167.81,Sophie Bernard,Marché négocié,Moyenne,Moyen
521,331,Rénovation de toiture,2025-04-14,2025-12-03,2025-11-14,Completed,492792.59,523265.72,6.18,74728.1,Fonds vert,Eiffage Énergie,17.84,14.51,72060.4,Karim Diallo,MAPA,Basse,Élevé
522,145,Remplacement des menuiseries,2016-03-08,2016-10-16,2016-10-03,Completed,128153.91,116135.93,-9.38,687.91,ADEME,Léon Grosse,9.78,9.05,,Emma Robert,Appel d'offres ouvert,Moyenne,Élevé
523,284,Isolation thermique,2025-03-14,,2025-12-15,Planned,1502753.35,,,562795.61,Département,Entreprise Durand,23.19,,,Alice Martin,MAPA,Moyenne,Faible
524,271,Remplacement du chauffage,2025-05-12,,2025-11-24,In Progress,1012722.27,718303.15,-29.07,187736.64,Département,SPIE Building Solutions,22.24,,,Jean Dupont,MAPA,Moyenne,Élevé
525,79,Éclairage LED,2025-06-09,,2026-01-07,In Progress,163754.26,66101.9,-59.63,7229.75,Autofinancement,Léon Grosse,9.64,,,Karim Diallo,MAPA,Moyenne,Élevé
526,73,Remplacement du chauffage,2025-04-06,2025-04-20,2025-07-20,Cancelled,501015.19,21308.39,-95.75,8531.81,Fonds vert,Engie Solutions,29.95,,,Jean Dupont,MAPA,Moyenne,Élevé
527,271,Isolation thermique,2025-06-22,2025-07-23,2025-08-06,Completed,2627489.96,2557085.07,-2.68,448200.62,Département,Groupe Martin,33.88,15.65,370908.87,Emma Robert,Marché négocié,Moyenne,Moyen
528,135,Remplacement du chauffage,2016-05-15,2016-12-15,2016-10-26,Completed,584389.24,570152.1,-2.44,291093.82,Fonds vert,Engie Solutions,26.29,25.52,178275.67,Sophie Bernard,Appel d'offres ouvert,Moyenne,Faible
529,446,Rénovation de toiture,2025-05-17,,2026-01-19,In Progress,398922.34,238777.67,-40.14,91324.45,Région,Groupe Martin,6.02,,,Alice Martin,Appel d'offres ouvert,Critique,Faible
530,453,Isolation thermique,2021-04-20,2021-11-07,2021-11-20,Completed,412477.48,373134.3,-9.54,77974.0,Autofinancement,SPIE Building Solutions,32.46,16.57,28369.62,Alice Martin,MAPA,Moyenne,Faible
531,483,Remplacement des menuiseries,2025-07-18,,2025-12-15,In Progress,920727.85,540735.28,-41.27,183467.27,Département,Groupe Martin,16.44,,,Jean Dupont,Appel d'offres ouvert,Haute,Faible
532,249,Remplacement des menuiseries,2021-05-01,2022-02-24,2022-01-13,Completed,49640.55,50457.97,1.65,353.38,Région,SPIE Building Solutions,7.43,16.41,2622.93,Karim Diallo,MAPA,Haute,Moyen
533,16,Installation photovoltaïque,2025-03-21,2025-07-19,2025-06-04,Completed,1802985.45,1713968.5,-4.94,625211.98,Département,Entreprise Durand,6.58,4.73,12925.24,Emma Robert,MAPA,Moyenne,Moyen
534,201,Remplacement du chauffage,2021-08-06,2022-05-14,2022-05-01,Completed,2630869.76,2413391.83,-8.27,1058526.42,Fonds vert,Eiffage Énergie,28.46,20.32,,Alice Martin,Appel d'offres ouvert,Basse,Moyen
535,355,Remplacement des menuiseries,2019-07-06,2020-01-16,2019-12-18,Completed,909099.59,1030589.4,13.36,11747.19,Autofinancement,Léon Grosse,13.51,7.5,49039.73,Alice Martin,Accord-cadre,Moyenne,Faible
536,139,Isolation thermique,2025-04-11,,2025-11-01,In Progress,1794118.46,1385363.84,-22.78,578323.07,Autofinancement,Engie Solutions,15.22,,,Alice Martin,Appel d'offres ouvert,Moyenne,Faible
537,135,Remplacement du chauffage,2023-07-02,2023-11-30,2023-10-30,Completed,1479518.33,1456944.83,-1.53,432963.16,Fonds vert,Léon Grosse,22.24,17.88,124904.74,Karim Diallo,Marché négocié,Critique,Moyen
538,115,Éclairage LED,2023-07-19,2023-10-13,2023-10-21,Completed,295393.3,279775.7,-5.29,68055.79,ADEME,VINCI Facilities,5.07,5.9,37956.04,Karim Diallo,Accord-cadre,Basse,Moyen
539,62,Remplacement des menuiseries,2019-06-11,2019-12-25,2019-12-06,Completed,1552541.58,1712492.38,10.3,278656.7,Département,Bouygues Bâtiment,15.21,8.55,127323.58,Karim Diallo,MAPA,Haute,Moyen
540,243,Éclairage LED,2016-07-11,2017-04-04,2017-02-18,Completed,207250.0,205454.01,-0.87,83953.57,Département,VINCI Facilities,6.46,5.54,,Emma Robert,MAPA,Haute,Moyen
541,318,Remplacement du chauffage,2025-03-18,,2025-09-03,In Progress,320606.89,130344.11,-59.34,1101.78,Union européenne,Eiffage Énergie,30.4,,,Alice Martin,Accord-cadre,Basse,Moyen
542,292,Rénovation de toiture,2025-07-08,2025-09-08,2025-11-10,Cancelled,764365.59,44244.4,-94.21,16394.56,Région,Eiffage Énergie,9.78,,,Sophie Bernard,Appel d'offres ouvert,Moyenne,Moyen
543,176,Isolation thermique,2025-07-18,2026-02-14,2026-01-10,Completed,2527455.48,2617327.11,3.56,908283.96,Fonds vert,Groupe Martin,17.15,24.45,67651.8,Jean Dupont,MAPA,Moyenne,Moyen
544,146,Remplacement du chauffage,2021-03-20,2021-09-29,2021-09-20,Completed,647062.86,697442.23,7.79,104940.37,Région,Entreprise Durand,26.81,16.81,105110.49,Sophie Bernard,Appel d'offres ouvert,Moyenne,Élevé
545,467,Remplacement des menuiseries,2025-05-23,,2025-08-12,In Progress,1602821.38,912031.21,-43.1,101778.5,Union européenne,Groupe Martin,18.29,,,Nicolas Leroy,Marché négocié,Moyenne,Moyen
546,273,Remplacement du chauffage,2023-02-24,2023-07-12,2023-06-18,Completed,890804.0,974779.37,9.43,217878.63,Union européenne,Engie Solutions,29.75,23.65,191392.43,Alice Martin,Accord-cadre,Basse,Faible
547,205,Isolation thermique,2022-12-12,2023-06-03,2023-06-06,Completed,1664558.85,1925012.62,15.65,77807.7,Fonds vert,Bouygues Bâtiment,19.79,13.9,74736.31,Jean Dupont,MAPA,Moyenne,Élevé
548,477,Remplacement des menuiseries,2025-08-02,,2026-04-24,In Progress,596403.59,263704.17,-55.78,58864.74,Fonds vert,Eiffage Énergie,18.26,,,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Élevé
549,393,Éclairage LED,2025-05-19,,2026-01-06,Planned,382237.37,,,90810.0,Autofinancement,Eiffage Énergie,9.49,,,Alice Martin,Marché négocié,Moyenne,Faible
550,70,Isolation thermique,2025-05-09,,2025-12-21,Planned,1087311.16,,,331987.98,Autofinancement,Eiffage Énergie,21.36,,,Jean Dupont,Appel d'offres ouvert,Basse,Élevé
551,106,Rénovation de toiture,2016-04-12,2016-08-07,2016-07-13,Completed,1148044.2,1261025.45,9.84,73742.67,ADEME,VINCI Facilities,15.11,13.76,182257.07,Emma Robert,Marché négocié,Basse,Élevé
552,352,Isolation thermique,2019-07-07,2019-12-06,2019-12-06,Completed,436603.3,504908.38,15.64,60559.57,Région,Eiffage Énergie,24.24,36.3,183857.05,Emma Robert,Appel d'offres ouvert,Moyenne,Moyen
553,309,Éclairage LED,2025-03-17,,2025-05-30,In Progress,186291.46,120050.57,-35.56,4752.94,Autofinancement,Groupe Martin,9.38,,,Alice Martin,Appel d'offres ouvert,Moyenne,Faible
554,178,Éclairage LED,2024-04-20,2024-09-12,2024-08-28,Completed,564751.19,532461.9,-5.72,153487.79,Département,SPIE Building Solutions,10.92,9.03,82781.76,Nicolas Leroy,Marché négocié,Haute,Élevé
555,90,Installation photovoltaïque,2015-02-17,2015-12-28,2015-11-18,Completed,723161.97,667561.46,-7.69,303893.65,Autofinancement,Groupe Martin,9.51,13.02,209970.25,Emma Robert,Marché négocié,Basse,Faible
556,67,Remplacement du chauffage,2015-02-05,2015-09-20,2015-08-04,Completed,1176400.12,1363693.99,15.92,169942.0,Union européenne,Bouygues Bâtiment,29.23,27.38,,Nicolas Leroy,Accord-cadre,Haute,Faible
557,72,Remplacement des menuiseries,2024-06-01,2024-12-05,2024-12-18,Completed,134165.59,126282.72,-5.88,36588.8,Union européenne,Entreprise Durand,13.63,10.53,,Karim Diallo,Accord-cadre,Moyenne,Élevé
558,139,Remplacement du chauffage,2025-05-15,,2025-07-09,In Progress,995783.87,670082.93,-32.71,14406.38,Union européenne,Léon Grosse,29.76,,,Nicolas Leroy,Accord-cadre,Moyenne,Élevé
559,151,Remplacement des menuiseries,2025-07-22,,2026-03-22,In Progress,599061.17,341185.35,-43.05,152712.37,Fonds vert,Entreprise Durand,16.32,,,Nicolas Leroy,Accord-cadre,Moyenne,Faible
560,331,Remplacement des menuiseries,2025-06-13,,2025-08-24,In Progress,943511.48,525721.59,-44.28,67293.51,Autofinancement,SPIE Building Solutions,7.23,,,Alice Martin,Accord-cadre,Critique,Moyen
561,170,Rénovation de toiture,2025-06-09,,2025-11-16,In Progress,529274.17,399608.74,-24.5,136491.88,Département,Eiffage Énergie,17.99,,,Alice Martin,Marché négocié,Haute,Élevé
562,375,Rénovation de toiture,2025-09-17,,2026-04-01,In Progress,509372.95,284512.25,-44.14,117763.3,Région,Engie Solutions,10.24,,,Jean Dupont,Accord-cadre,Moyenne,Élevé
563,72,Isolation thermique,2025-04-01,,2025-07-06,Planned,230192.78,,,112126.26,Département,Engie Solutions,24.2,,,Emma Robert,Marché négocié,Moyenne,Élevé
564,320,Ventilation double flux,2025-06-14,,2025-10-28,In Progress,1643009.45,1362599.94,-17.07,554433.29,Fonds vert,Entreprise Durand,10.82,,,Alice Martin,Appel d'offres ouvert,Basse,Faible
565,39,Installation photovoltaïque,2025-03-04,2025-05-03,2025-05-06,Completed,340670.12,343426.82,0.81,115408.47,ADEME,Entreprise Durand,7.06,8.69,44484.63,Sophie Bernard,Appel d'offres ouvert,Moyenne,Faible
566,277,Remplacement du chauffage,2024-06-09,2025-01-22,2024-12-01,Completed,1404805.19,1534183.89,9.21,98578.11,Fonds vert,VINCI Facilities,23.3,24.3,324059.47,Sophie Bernard,Appel d'offres ouvert,Moyenne,Faible
567,184,Isolation thermique,2024-07-24,2025-03-19,2025-03-26,Completed,432763.7,487791.15,12.72,124085.75,Autofinancement,Entreprise Durand,27.81,21.63,9352.31,Alice Martin,Marché négocié,Moyenne,Moyen
568,408,Isolation thermique,2025-08-06,,2026-02-23,In Progress,740298.48,382019.46,-48.4,194033.12,Autofinancement,Léon Grosse,32.19,,,Nicolas Leroy,MAPA,Moyenne,Moyen
569,333,Remplacement des menuiseries,2021-04-20,2021-07-30,2021-08-05,Completed,1007869.49,1025094.36,1.71,431557.14,Département,Eiffage Énergie,19.71,20.65,245130.68,Sophie Bernard,MAPA,Moyenne,Moyen
570,40,Installation photovoltaïque,2019-10-11,2020-08-02,2020-07-10,Completed,477958.78,438799.48,-8.19,124957.84,Autofinancement,Entreprise Durand,13.79,10.22,49318.01,Jean Dupont,Marché négocié,Haute,Moyen
571,416,Rénovation de toiture,2025-08-04,,2025-10-06,In Progress,734575.26,367676.56,-49.95,120307.1,Autofinancement,Eiffage Énergie,8.76,,,Karim Diallo,Marché négocié,Haute,Faible
572,324,Éclairage LED,2024-06-18,,2024-11-25,In Progress,134411.26,66713.14,-50.37,4117.8,Union européenne,Groupe Martin,4.83,,,Nicolas Leroy,MAPA,Moyenne,Élevé
573,98,Isolation thermique,2022-05-03,2022-09-10,2022-09-22,Completed,2304744.76,2410412.4,4.58,807888.96,ADEME,Bouygues Bâtiment,14.21,26.05,112034.34,Karim Diallo,Marché négocié,Haute,Élevé
574,207,Remplacement du chauffage,2022-02-02,2022-08-10,2022-07-27,Completed,936421.36,1069005.97,14.16,427462.77,Autofinancement,Groupe Martin,15.58,24.95,61066.32,Sophie Bernard,Appel d'offres ouvert,Moyenne,Moyen
575,28,Rénovation de toiture,2025-05-18,,2025-12-12,Planned,637579.77,,,185172.89,Union européenne,VINCI Facilities,12.77,,,Nicolas Leroy,Marché négocié,Critique,Moyen
576,297,Remplacement du chauffage,2025-03-12,,2025-10-07,In Progress,504542.01,233540.7,-53.71,59536.38,ADEME,Engie Solutions,28.59,,,Alice Martin,Marché négocié,Basse,Élevé
577,207,Remplacement des menuiseries,2025-08-22,,2026-01-29,In Progress,570142.7,265562.22,-53.42,29842.62,ADEME,Groupe Martin,16.62,,,Karim Diallo,Accord-cadre,Moyenne,Faible
578,330,Isolation thermique,2022-10-12,2023-02-24,2023-01-09,Completed,998103.04,1016942.18,1.89,221342.83,Région,Entreprise Durand,33.63,18.32,263486.07,Alice Martin,MAPA,Moyenne,Élevé
579,62,Éclairage LED,2024-05-18,2025-02-07,2025-02-18,Completed,424590.62,429446.37,1.14,175674.01,Région,Engie Solutions,6.73,12.83,191059.83,Jean Dupont,Appel d'offres ouvert,Moyenne,Élevé
580,107,Éclairage LED,2021-03-03,2021-09-10,2021-07-24,Completed,254380.58,285638.96,12.29,118472.78,Fonds vert,Léon Grosse,7.29,3.85,16810.61,Jean Dupont,Marché négocié,Critique,Élevé
581,483,Remplacement du chauffage,2025-10-15,,2026-06-02,In Progress,1803618.27,777949.33,-56.87,19209.34,Fonds vert,Groupe Martin,18.34,,,Nicolas Leroy,Accord-cadre,Basse,Moyen
582,86,Remplacement des menuiseries,2025-06-24,,2025-11-18,In Progress,1159848.57,805823.3,-30.52,157068.85,Union européenne,Eiffage Énergie,19.53,,,Alice Martin,MAPA,Moyenne,Élevé
583,443,Éclairage LED,2025-03-10,,2025-08-13,In Progress,420421.61,324550.6,-22.8,161756.0,ADEME,Léon Grosse,7.83,,,Nicolas Leroy,Marché négocié,Moyenne,Élevé
584,283,Remplacement des menuiseries,2024-05-12,,2024-09-06,In Progress,390100.03,189579.71,-51.4,1216.36,Fonds vert,Engie Solutions,13.92,,,Karim Diallo,Marché négocié,Moyenne,Élevé
585,316,Ventilation double flux,2017-02-20,2017-11-10,2017-11-25,Completed,279128.22,277153.2,-0.71,43837.21,Fonds vert,Bouygues Bâtiment,18.96,15.8,87388.73,Emma Robert,Appel d'offres ouvert,Haute,Moyen
586,302,Remplacement des menuiseries,2020-05-04,2021-03-02,2021-02-06,Completed,1199824.75,1207774.38,0.66,108473.93,Autofinancement,Engie Solutions,15.52,11.93,119791.29,Alice Martin,Appel d'offres ouvert,Basse,Élevé
587,378,Installation photovoltaïque,2018-08-10,2019-01-22,2018-12-27,Completed,840610.16,783254.96,-6.82,18492.57,Département,Bouygues Bâtiment,10.86,17.04,,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Moyen
588,206,Remplacement des menuiseries,2021-04-20,2021-12-18,2021-12-30,Completed,609064.45,568389.3,-6.68,277287.31,Fonds vert,Entreprise Durand,11.16,8.56,46475.57,Emma Robert,Appel d'offres ouvert,Moyenne,Moyen
589,415,Remplacement du chauffage,2025-09-16,,2025-11-26,Planned,512484.98,,,260706.06,ADEME,Entreprise Durand,27.94,,,Sophie Bernard,Marché négocié,Moyenne,Moyen
590,437,Remplacement des menuiseries,2025-08-13,,2025-10-26,Planned,710799.63,,,334678.14,Département,VINCI Facilities,17.48,,,Nicolas Leroy,Appel d'offres ouvert,Basse,Moyen
591,120,Isolation thermique,2021-08-11,2022-04-22,2022-05-03,Completed,780835.88,751989.78,-3.69,39972.47,Département,VINCI Facilities,16.93,18.18,20337.32,Alice Martin,MAPA,Critique,Faible
592,21,Remplacement des menuiseries,2025-01-07,,2025-05-06,In Progress,847044.76,686484.54,-18.96,143758.09,Fonds vert,Groupe Martin,7.17,,,Nicolas Leroy,MAPA,Moyenne,Élevé
593,147,Rénovation de toiture,2023-07-22,2023-12-22,2023-11-21,Completed,106487.36,106075.3,-0.39,39123.99,Union européenne,Bouygues Bâtiment,7.66,9.84,20645.9,Nicolas Leroy,Marché négocié,Haute,Moyen
594,376,Isolation thermique,2025-04-10,,2025-09-12,In Progress,476956.57,382920.61,-19.72,184766.02,Union européenne,Bouygues Bâtiment,32.67,,,Jean Dupont,Accord-cadre,Basse,Faible
595,284,Remplacement du chauffage,2025-03-09,,2025-11-21,In Progress,1319612.69,825828.17,-37.42,237439.84,Fonds vert,Entreprise Durand,28.79,,,Sophie Bernard,Appel d'offres ouvert,Haute,Élevé
596,209,Éclairage LED,2022-06-21,2023-04-21,2023-03-17,Completed,626193.09,568530.71,-9.21,189110.93,Département,Engie Solutions,9.98,4.03,39359.93,Sophie Bernard,Accord-cadre,Haute,Moyen
597,54,Isolation thermique,2025-04-20,,2025-08-15,Planned,1518505.26,,,355557.99,ADEME,Léon Grosse,14.98,,,Karim Diallo,Accord-cadre,Moyenne,Élevé
598,195,Remplacement des menuiseries,2015-10-16,2016-02-29,2016-03-09,Completed,1257741.31,1401339.0,11.42,39554.85,Région,Léon Grosse,17.7,14.01,124234.7,Alice Martin,MAPA,Haute,Faible
599,225,Remplacement des menuiseries,2020-10-19,2021-01-19,2021-01-13,Completed,509460.76,525585.64,3.17,140490.99,ADEME,SPIE Building Solutions,15.04,15.29,29101.09,Karim Diallo,Appel d'offres ouvert,Critique,Élevé
600,76,Installation photovoltaïque,2025-06-11,,2025-09-19,In Progress,124478.5,78165.46,-37.21,11909.06,Autofinancement,Entreprise Durand,6.31,,,Alice Martin,Accord-cadre,Critique,Faible
601,338,Isolation thermique,2025-03-10,,2025-11-04,In Progress,606442.34,391626.27,-35.42,134847.65,Fonds vert,Bouygues Bâtiment,26.63,,,Alice Martin,MAPA,Haute,Moyen
602,436,Isolation thermique,2021-03-01,2021-12-15,2021-10-28,Completed,212411.17,232187.03,9.31,14601.19,ADEME,Bouygues Bâtiment,22.32,40.07,,Emma Robert,Appel d'offres ouvert,Moyenne,Moyen
603,485,Isolation thermique,2025-07-06,2026-01-09,2026-01-03,Completed,1109350.21,1063083.5,-4.17,274188.94,Union européenne,SPIE Building Solutions,32.89,22.11,70264.91,Nicolas Leroy,Accord-cadre,Basse,Faible
604,303,Isolation thermique,2023-04-14,2023-11-03,2023-11-01,Completed,2341605.35,2590322.1,10.62,394752.93,Union européenne,Bouygues Bâtiment,32.82,24.68,327216.56,Alice Martin,Accord-cadre,Moyenne,Faible
605,415,Isolation thermique,2025-03-04,,2025-05-30,In Progress,530634.49,321738.81,-39.37,118563.29,ADEME,Groupe Martin,30.71,,,Jean Dupont,MAPA,Basse,Élevé
606,262,Isolation thermique,2020-08-12,2020-10-04,2020-10-03,Completed,3104398.22,3110031.92,0.18,1637757.83,Autofinancement,Groupe Martin,18.33,18.02,211615.55,Alice Martin,Appel d'offres ouvert,Haute,Faible
607,187,Rénovation de toiture,2018-08-17,2019-01-17,2018-12-21,Completed,509152.02,499062.64,-1.98,135967.46,Département,Léon Grosse,13.4,16.33,33105.78,Alice Martin,MAPA,Moyenne,Moyen
608,169,Installation photovoltaïque,2025-05-08,,2025-08-19,In Progress,201492.03,102604.77,-49.08,37339.19,Union européenne,VINCI Facilities,14.88,,,Karim Diallo,MAPA,Moyenne,Élevé
609,456,Isolation thermique,2024-12-18,2025-09-14,2025-09-12,Completed,1011477.29,1134526.51,12.17,419363.74,ADEME,Bouygues Bâtiment,32.3,16.29,56123.26,Jean Dupont,Accord-cadre,Moyenne,Faible
610,237,Éclairage LED,2025-11-03,,2026-01-28,In Progress,280192.85,211189.25,-24.63,116115.55,ADEME,Eiffage Énergie,4.2,,,Sophie Bernard,MAPA,Basse,Moyen
611,202,Isolation thermique,2018-03-23,2018-11-26,2018-10-26,Completed,2159827.01,2028748.63,-6.07,118496.28,Région,SPIE Building Solutions,23.86,26.26,95886.64,Karim Diallo,Appel d'offres ouvert,Haute,Moyen
612,40,Éclairage LED,2021-07-19,2021-11-07,2021-09-22,Completed,317557.98,329807.58,3.86,46386.43,Union européenne,Bouygues Bâtiment,8.5,6.47,31221.87,Nicolas Leroy,Appel d'offres ouvert,Haute,Moyen
613,119,Remplacement des menuiseries,2015-07-05,2015-12-10,2015-10-27,Completed,653464.14,721511.22,10.41,266338.7,Région,Engie Solutions,9.08,16.9,99810.29,Nicolas Leroy,MAPA,Basse,Moyen
614,220,Remplacement des menuiseries,2021-01-23,2021-10-25,2021-10-04,Completed,440288.41,428095.45,-2.77,66834.52,Autofinancement,Groupe Martin,10.36,10.88,6574.06,Nicolas Leroy,Accord-cadre,Moyenne,Faible
615,486,Remplacement du chauffage,2015-01-11,2015-05-08,2015-05-19,Completed,1049663.91,1021968.1,-2.64,183649.1,Département,SPIE Building Solutions,31.41,23.5,310851.18,Alice Martin,Marché négocié,Moyenne,Faible
616,155,Rénovation de toiture,2024-11-06,2025-01-22,2025-01-08,Completed,865935.88,967920.08,11.78,508185.85,Union européenne,SPIE Building Solutions,15.32,12.99,,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Moyen
617,436,Isolation thermique,2025-03-23,,2025-07-08,Planned,297469.24,,,44436.35,Département,SPIE Building Solutions,28.34,,,Karim Diallo,Appel d'offres ouvert,Basse,Élevé
618,265,Rénovation de toiture,2025-08-25,,2025-12-01,Planned,478182.86,,,11837.55,Autofinancement,Groupe Martin,11.19,,,Sophie Bernard,Accord-cadre,Haute,Moyen
619,27,Remplacement des menuiseries,2017-07-18,2017-09-30,2017-10-06,Cancelled,98687.9,6087.86,-93.83,2485.88,Département,Engie Solutions,10.34,,,Jean Dupont,Accord-cadre,Moyenne,Faible
620,223,Éclairage LED,2025-05-17,2025-06-08,2026-01-25,Cancelled,214230.99,19781.69,-90.77,3474.16,Département,Eiffage Énergie,7.4,,,Sophie Bernard,MAPA,Haute,Moyen
621,231,Installation photovoltaïque,2025-07-09,,2026-03-10,In Progress,277558.22,135259.2,-51.27,10348.48,Autofinancement,SPIE Building Solutions,7.05,,,Jean Dupont,Marché négocié,Haute,Élevé
622,152,Isolation thermique,2025-11-21,2026-01-17,2026-06-15,Cancelled,350974.97,32756.42,-90.67,1875.8,Région,SPIE Building Solutions,21.13,,,Alice Martin,MAPA,Moyenne,Élevé
623,305,Remplacement des menuiseries,2025-09-21,2025-10-27,2026-06-12,Cancelled,1344714.31,103908.96,-92.27,20143.31,Département,Entreprise Durand,16.84,,,Alice Martin,Marché négocié,Critique,Faible
624,451,Éclairage LED,2025-06-18,,2026-03-09,Planned,351427.86,,,27207.88,Union européenne,Entreprise Durand,6.1,,,Jean Dupont,Marché négocié,Moyenne,Élevé
625,322,Isolation thermique,2025-04-01,,2025-11-23,In Progress,889249.13,547188.54,-38.47,122884.03,Département,VINCI Facilities,26.05,,,Alice Martin,Accord-cadre,Haute,Moyen
626,302,Isolation thermique,2025-03-11,2025-07-07,2025-06-19,Completed,2629631.32,2576602.1,-2.02,885028.3,Région,Léon Grosse,19.59,20.54,206245.85,Sophie Bernard,Marché négocié,Basse,Faible
627,327,Remplacement du chauffage,2025-03-04,,2025-08-15,Planned,1140947.84,,,236764.55,Région,Léon Grosse,14.16,,,Alice Martin,MAPA,Moyenne,Élevé
628,380,Isolation thermique,2025-05-05,,2025-10-18,In Progress,445453.38,292917.92,-34.24,145582.01,ADEME,Léon Grosse,31.88,,,Jean Dupont,MAPA,Moyenne,Moyen
629,111,Remplacement des menuiseries,2024-08-04,,2024-10-28,In Progress,375044.57,269893.92,-28.04,21529.87,Département,Entreprise Durand,18.55,,,Jean Dupont,Accord-cadre,Moyenne,Élevé
630,493,Remplacement des menuiseries,2025-07-12,2026-03-15,2026-03-09,Completed,762443.05,708464.3,-7.08,196319.37,Département,Entreprise Durand,11.53,14.86,92927.13,Sophie Bernard,Appel d'offres ouvert,Haute,Faible
631,362,Remplacement du chauffage,2022-12-19,2023-02-12,2023-02-04,Completed,489483.59,513460.99,4.9,68266.13,ADEME,Léon Grosse,20.88,16.37,34022.58,Nicolas Leroy,Appel d'offres ouvert,Moyenne,Faible
632,210,Remplacement des menuiseries,2025-01-08,2025-06-25,2025-05-25,Completed,2099404.89,2232871.42,6.36,181878.41,Département,Groupe Martin,7.66,7.93,161259.51,Karim Diallo,Accord-cadre,Moyenne,Moyen
633,361,Isolation thermique,2020-05-14,2020-07-26,2020-12-18,Cancelled,477282.32,24580.74,-94.85,6491.32,Autofinancement,Léon Grosse,23.39,,,Sophie Bernard,Marché négocié,Haute,Élevé
634,7,Isolation thermique,2020-09-22,2021-04-01,2021-03-14,Completed,1817779.32,2050231.73,12.79,211110.79,Union européenne,VINCI Facilities,27.81,22.43,136506.79,Nicolas Leroy,Accord-cadre,Critique,Moyen
635,129,Isolation thermique,2025-04-17,,2025-08-19,In Progress,1659195.17,827294.86,-50.14,362302.76,Fonds vert,Léon Grosse,23.72,,,Sophie Bernard,Marché négocié,Haute,Élevé
636,115,Rénovation de toiture,2024-07-11,,2024-10-09,In Progress,791282.58,548930.92,-30.63,131641.05,Union européenne,Groupe Martin,7.96,,,Alice Martin,Appel d'offres ouvert,Basse,Faible
